Pavarde        Vardas         Galutinis balas (vid.)        
Pavarde83039   Vardas83039    5.84                          
Pavarde83040   Vardas83040    6.28                          
Pavarde83043   Vardas83043    5.36                          
Pavarde83046   Vardas83046    5.16                          
Pavarde83047   Vardas83047    7.96                          
Pavarde83048   Vardas83048    6.64                          
Pavarde83049   Vardas83049    7.32                          
Pavarde83050   Vardas83050    5.88                          
Pavarde83057   Vardas83057    6.08                          
Pavarde83058   Vardas83058    6.96                          
Pavarde83059   Vardas83059    8.12                          
Pavarde83060   Vardas83060    6.40                          
Pavarde83062   Vardas83062    6.96                          
Pavarde83068   Vardas83068    5.08                          
Pavarde83069   Vardas83069    7.16                          
Pavarde83071   Vardas83071    8.20                          
Pavarde83076   Vardas83076    7.08                          
Pavarde83077   Vardas83077    6.08                          
Pavarde83081   Vardas83081    6.40                          
Pavarde83089   Vardas83089    5.24                          
Pavarde83092   Vardas83092    5.20                          
Pavarde83093   Vardas83093    6.20                          
Pavarde83094   Vardas83094    5.04                          
Pavarde83096   Vardas83096    6.48                          
Pavarde83097   Vardas83097    7.80                          
Pavarde83099   Vardas83099    5.48                          
Pavarde83103   Vardas83103    7.56                          
Pavarde83105   Vardas83105    6.32                          
Pavarde83108   Vardas83108    6.96                          
Pavarde83110   Vardas83110    6.20                          
Pavarde83112   Vardas83112    5.28                          
Pavarde83115   Vardas83115    6.64                          
Pavarde83116   Vardas83116    6.24                          
Pavarde83117   Vardas83117    6.36                          
Pavarde83119   Vardas83119    5.12                          
Pavarde83120   Vardas83120    6.44                          
Pavarde83121   Vardas83121    6.40                          
Pavarde83122   Vardas83122    5.04                          
Pavarde83123   Vardas83123    6.00                          
Pavarde83124   Vardas83124    7.16                          
Pavarde83126   Vardas83126    6.60                          
Pavarde83128   Vardas83128    6.84                          
Pavarde83131   Vardas83131    5.20                          
Pavarde83134   Vardas83134    7.28                          
Pavarde83141   Vardas83141    5.60                          
Pavarde83143   Vardas83143    5.00                          
Pavarde83148   Vardas83148    5.40                          
Pavarde83149   Vardas83149    5.36                          
Pavarde83155   Vardas83155    6.24                          
Pavarde83156   Vardas83156    5.44                          
Pavarde83157   Vardas83157    5.52                          
Pavarde83158   Vardas83158    6.84                          
Pavarde83159   Vardas83159    5.60                          
Pavarde83160   Vardas83160    6.76                          
Pavarde83167   Vardas83167    5.20                          
Pavarde83169   Vardas83169    5.16                          
Pavarde83171   Vardas83171    6.92                          
Pavarde83174   Vardas83174    7.96                          
Pavarde83176   Vardas83176    6.52                          
Pavarde83178   Vardas83178    6.36                          
Pavarde83179   Vardas83179    6.56                          
Pavarde83182   Vardas83182    5.04                          
Pavarde83184   Vardas83184    5.28                          
Pavarde83186   Vardas83186    7.72                          
Pavarde83187   Vardas83187    5.04                          
Pavarde83188   Vardas83188    7.04                          
Pavarde83193   Vardas83193    6.20                          
Pavarde83194   Vardas83194    5.44                          
Pavarde83195   Vardas83195    5.84                          
Pavarde83196   Vardas83196    7.24                          
Pavarde83198   Vardas83198    5.44                          
Pavarde83199   Vardas83199    6.68                          
Pavarde83202   Vardas83202    5.52                          
Pavarde83203   Vardas83203    5.48                          
Pavarde83205   Vardas83205    7.00                          
Pavarde83206   Vardas83206    7.72                          
Pavarde83207   Vardas83207    5.84                          
Pavarde83208   Vardas83208    6.12                          
Pavarde83212   Vardas83212    5.16                          
Pavarde83213   Vardas83213    6.08                          
Pavarde83218   Vardas83218    5.36                          
Pavarde83219   Vardas83219    7.28                          
Pavarde83228   Vardas83228    7.36                          
Pavarde83233   Vardas83233    5.04                          
Pavarde83234   Vardas83234    6.84                          
Pavarde83235   Vardas83235    5.40                          
Pavarde83237   Vardas83237    6.44                          
Pavarde83238   Vardas83238    5.84                          
Pavarde83244   Vardas83244    6.56                          
Pavarde83247   Vardas83247    5.84                          
Pavarde83250   Vardas83250    6.24                          
Pavarde83254   Vardas83254    6.68                          
Pavarde83257   Vardas83257    5.64                          
Pavarde83261   Vardas83261    5.36                          
Pavarde83263   Vardas83263    6.80                          
Pavarde83266   Vardas83266    8.04                          
Pavarde83267   Vardas83267    5.76                          
Pavarde83270   Vardas83270    7.48                          
Pavarde83271   Vardas83271    6.80                          
Pavarde83273   Vardas83273    5.40                          
Pavarde83276   Vardas83276    5.00                          
Pavarde83278   Vardas83278    7.28                          
Pavarde83281   Vardas83281    5.32                          
Pavarde83283   Vardas83283    6.32                          
Pavarde83287   Vardas83287    6.00                          
Pavarde83288   Vardas83288    7.48                          
Pavarde83289   Vardas83289    5.96                          
Pavarde83293   Vardas83293    7.24                          
Pavarde83294   Vardas83294    7.12                          
Pavarde83295   Vardas83295    5.64                          
Pavarde83297   Vardas83297    5.64                          
Pavarde83299   Vardas83299    6.56                          
Pavarde83300   Vardas83300    6.92                          
Pavarde83301   Vardas83301    6.76                          
Pavarde83305   Vardas83305    6.68                          
Pavarde83306   Vardas83306    6.36                          
Pavarde83307   Vardas83307    7.48                          
Pavarde83309   Vardas83309    6.16                          
Pavarde83310   Vardas83310    5.32                          
Pavarde83311   Vardas83311    6.96                          
Pavarde83314   Vardas83314    5.48                          
Pavarde83315   Vardas83315    6.56                          
Pavarde83319   Vardas83319    6.24                          
Pavarde83320   Vardas83320    5.12                          
Pavarde83325   Vardas83325    7.32                          
Pavarde83334   Vardas83334    5.12                          
Pavarde83335   Vardas83335    5.44                          
Pavarde83336   Vardas83336    5.64                          
Pavarde83343   Vardas83343    6.08                          
Pavarde83345   Vardas83345    6.40                          
Pavarde83346   Vardas83346    5.36                          
Pavarde83347   Vardas83347    5.88                          
Pavarde83349   Vardas83349    6.76                          
Pavarde83351   Vardas83351    6.84                          
Pavarde83355   Vardas83355    5.84                          
Pavarde83356   Vardas83356    5.64                          
Pavarde83357   Vardas83357    7.12                          
Pavarde83359   Vardas83359    6.32                          
Pavarde83361   Vardas83361    6.76                          
Pavarde83362   Vardas83362    6.00                          
Pavarde83364   Vardas83364    7.08                          
Pavarde83365   Vardas83365    6.52                          
Pavarde83369   Vardas83369    7.00                          
Pavarde83370   Vardas83370    6.60                          
Pavarde83373   Vardas83373    5.56                          
Pavarde83377   Vardas83377    6.56                          
Pavarde83378   Vardas83378    5.08                          
Pavarde83379   Vardas83379    5.96                          
Pavarde83380   Vardas83380    7.12                          
Pavarde83381   Vardas83381    5.52                          
Pavarde83387   Vardas83387    5.56                          
Pavarde83389   Vardas83389    7.32                          
Pavarde83392   Vardas83392    5.68                          
Pavarde83393   Vardas83393    5.00                          
Pavarde83395   Vardas83395    5.92                          
Pavarde83396   Vardas83396    6.76                          
Pavarde83399   Vardas83399    5.20                          
Pavarde83403   Vardas83403    7.64                          
Pavarde83404   Vardas83404    5.24                          
Pavarde83406   Vardas83406    5.68                          
Pavarde83408   Vardas83408    5.68                          
Pavarde83409   Vardas83409    6.16                          
Pavarde83411   Vardas83411    7.16                          
Pavarde83412   Vardas83412    6.68                          
Pavarde83413   Vardas83413    6.56                          
Pavarde83414   Vardas83414    7.00                          
Pavarde83415   Vardas83415    6.08                          
Pavarde83421   Vardas83421    6.28                          
Pavarde83425   Vardas83425    5.00                          
Pavarde83427   Vardas83427    5.00                          
Pavarde83433   Vardas83433    6.56                          
Pavarde83434   Vardas83434    7.04                          
Pavarde83437   Vardas83437    5.00                          
Pavarde83440   Vardas83440    6.72                          
Pavarde83443   Vardas83443    5.76                          
Pavarde83447   Vardas83447    6.04                          
Pavarde83448   Vardas83448    7.24                          
Pavarde83449   Vardas83449    6.40                          
Pavarde83451   Vardas83451    5.64                          
Pavarde83454   Vardas83454    7.24                          
Pavarde83455   Vardas83455    7.60                          
Pavarde83460   Vardas83460    7.88                          
Pavarde83465   Vardas83465    8.20                          
Pavarde83466   Vardas83466    5.96                          
Pavarde83467   Vardas83467    7.12                          
Pavarde83471   Vardas83471    6.76                          
Pavarde83472   Vardas83472    6.16                          
Pavarde83475   Vardas83475    6.24                          
Pavarde83479   Vardas83479    6.76                          
Pavarde83485   Vardas83485    6.00                          
Pavarde83486   Vardas83486    8.04                          
Pavarde83490   Vardas83490    7.80                          
Pavarde83492   Vardas83492    6.20                          
Pavarde83493   Vardas83493    6.16                          
Pavarde83494   Vardas83494    6.32                          
Pavarde83495   Vardas83495    7.00                          
Pavarde83498   Vardas83498    6.36                          
Pavarde83499   Vardas83499    5.24                          
Pavarde83500   Vardas83500    5.44                          
Pavarde83503   Vardas83503    7.92                          
Pavarde83506   Vardas83506    7.64                          
Pavarde83508   Vardas83508    5.64                          
Pavarde83510   Vardas83510    7.08                          
Pavarde83511   Vardas83511    5.20                          
Pavarde83518   Vardas83518    6.16                          
Pavarde83520   Vardas83520    5.36                          
Pavarde83522   Vardas83522    6.40                          
Pavarde83523   Vardas83523    5.44                          
Pavarde83526   Vardas83526    5.68                          
Pavarde83530   Vardas83530    7.48                          
Pavarde83536   Vardas83536    5.24                          
Pavarde83538   Vardas83538    5.36                          
Pavarde83540   Vardas83540    6.00                          
Pavarde83541   Vardas83541    7.00                          
Pavarde83542   Vardas83542    5.08                          
Pavarde83546   Vardas83546    5.08                          
Pavarde83550   Vardas83550    7.08                          
Pavarde83553   Vardas83553    5.00                          
Pavarde83554   Vardas83554    7.24                          
Pavarde83555   Vardas83555    7.20                          
Pavarde83558   Vardas83558    5.12                          
Pavarde83560   Vardas83560    6.56                          
Pavarde83561   Vardas83561    5.56                          
Pavarde83563   Vardas83563    5.36                          
Pavarde83564   Vardas83564    6.32                          
Pavarde83568   Vardas83568    6.36                          
Pavarde83570   Vardas83570    5.28                          
Pavarde83571   Vardas83571    5.64                          
Pavarde83572   Vardas83572    5.56                          
Pavarde83574   Vardas83574    7.00                          
Pavarde83575   Vardas83575    6.88                          
Pavarde83578   Vardas83578    6.80                          
Pavarde83580   Vardas83580    5.28                          
Pavarde83582   Vardas83582    6.04                          
Pavarde83589   Vardas83589    7.60                          
Pavarde83601   Vardas83601    5.32                          
Pavarde83604   Vardas83604    5.60                          
Pavarde83607   Vardas83607    8.12                          
Pavarde83610   Vardas83610    7.00                          
Pavarde83612   Vardas83612    7.20                          
Pavarde83614   Vardas83614    6.56                          
Pavarde83615   Vardas83615    5.08                          
Pavarde83616   Vardas83616    6.28                          
Pavarde83617   Vardas83617    5.40                          
Pavarde83620   Vardas83620    6.60                          
Pavarde83621   Vardas83621    7.32                          
Pavarde83625   Vardas83625    5.32                          
Pavarde83627   Vardas83627    5.56                          
Pavarde83632   Vardas83632    6.40                          
Pavarde83635   Vardas83635    5.32                          
Pavarde83639   Vardas83639    7.08                          
Pavarde83640   Vardas83640    5.40                          
Pavarde83645   Vardas83645    5.56                          
Pavarde83650   Vardas83650    7.20                          
Pavarde83652   Vardas83652    5.48                          
Pavarde83654   Vardas83654    6.52                          
Pavarde83655   Vardas83655    5.20                          
Pavarde83657   Vardas83657    6.44                          
Pavarde83659   Vardas83659    6.00                          
Pavarde83660   Vardas83660    5.16                          
Pavarde83661   Vardas83661    6.80                          
Pavarde83663   Vardas83663    6.00                          
Pavarde83666   Vardas83666    7.36                          
Pavarde83669   Vardas83669    5.04                          
Pavarde83671   Vardas83671    8.04                          
Pavarde83673   Vardas83673    7.00                          
Pavarde83674   Vardas83674    6.12                          
Pavarde83675   Vardas83675    7.32                          
Pavarde83677   Vardas83677    7.40                          
Pavarde83680   Vardas83680    5.00                          
Pavarde83682   Vardas83682    6.56                          
Pavarde83684   Vardas83684    5.72                          
Pavarde83685   Vardas83685    5.60                          
Pavarde83686   Vardas83686    5.44                          
Pavarde83688   Vardas83688    6.76                          
Pavarde83689   Vardas83689    6.96                          
Pavarde83690   Vardas83690    5.84                          
Pavarde83691   Vardas83691    5.52                          
Pavarde83694   Vardas83694    6.80                          
Pavarde83695   Vardas83695    5.68                          
Pavarde83696   Vardas83696    6.52                          
Pavarde83697   Vardas83697    6.48                          
Pavarde83702   Vardas83702    5.16                          
Pavarde83706   Vardas83706    5.00                          
Pavarde83707   Vardas83707    7.80                          
Pavarde83708   Vardas83708    8.28                          
Pavarde83710   Vardas83710    5.76                          
Pavarde83713   Vardas83713    7.80                          
Pavarde83717   Vardas83717    6.12                          
Pavarde83719   Vardas83719    7.08                          
Pavarde83720   Vardas83720    6.12                          
Pavarde83722   Vardas83722    5.88                          
Pavarde83723   Vardas83723    5.08                          
Pavarde83724   Vardas83724    5.92                          
Pavarde83728   Vardas83728    6.24                          
Pavarde83730   Vardas83730    5.92                          
Pavarde83731   Vardas83731    7.72                          
Pavarde83732   Vardas83732    6.04                          
Pavarde83733   Vardas83733    6.16                          
Pavarde83735   Vardas83735    7.16                          
Pavarde83740   Vardas83740    6.04                          
Pavarde83741   Vardas83741    6.84                          
Pavarde83742   Vardas83742    6.00                          
Pavarde83745   Vardas83745    6.20                          
Pavarde83751   Vardas83751    5.60                          
Pavarde83752   Vardas83752    5.00                          
Pavarde83753   Vardas83753    6.56                          
Pavarde83754   Vardas83754    5.52                          
Pavarde83758   Vardas83758    6.24                          
Pavarde83760   Vardas83760    6.56                          
Pavarde83763   Vardas83763    7.12                          
Pavarde83764   Vardas83764    7.72                          
Pavarde83769   Vardas83769    6.52                          
Pavarde83773   Vardas83773    6.88                          
Pavarde83774   Vardas83774    5.56                          
Pavarde83776   Vardas83776    6.84                          
Pavarde83782   Vardas83782    6.08                          
Pavarde83783   Vardas83783    5.80                          
Pavarde83784   Vardas83784    7.40                          
Pavarde83785   Vardas83785    6.84                          
Pavarde83787   Vardas83787    6.68                          
Pavarde83788   Vardas83788    6.56                          
Pavarde83792   Vardas83792    5.64                          
Pavarde83794   Vardas83794    6.60                          
Pavarde83795   Vardas83795    5.16                          
Pavarde83796   Vardas83796    6.20                          
Pavarde83797   Vardas83797    7.40                          
Pavarde83799   Vardas83799    7.32                          
Pavarde83800   Vardas83800    5.40                          
Pavarde83801   Vardas83801    5.72                          
Pavarde83802   Vardas83802    6.00                          
Pavarde83804   Vardas83804    6.88                          
Pavarde83810   Vardas83810    7.00                          
Pavarde83812   Vardas83812    5.12                          
Pavarde83813   Vardas83813    6.12                          
Pavarde83815   Vardas83815    6.60                          
Pavarde83816   Vardas83816    7.72                          
Pavarde83818   Vardas83818    7.16                          
Pavarde83819   Vardas83819    6.08                          
Pavarde83820   Vardas83820    6.48                          
Pavarde83823   Vardas83823    6.08                          
Pavarde83824   Vardas83824    5.08                          
Pavarde83826   Vardas83826    6.12                          
Pavarde83830   Vardas83830    8.04                          
Pavarde83833   Vardas83833    5.16                          
Pavarde83834   Vardas83834    6.64                          
Pavarde83835   Vardas83835    5.28                          
Pavarde83836   Vardas83836    7.88                          
Pavarde83844   Vardas83844    6.80                          
Pavarde83845   Vardas83845    5.40                          
Pavarde83853   Vardas83853    6.24                          
Pavarde83857   Vardas83857    7.24                          
Pavarde83858   Vardas83858    6.44                          
Pavarde83861   Vardas83861    5.72                          
Pavarde83862   Vardas83862    6.52                          
Pavarde83866   Vardas83866    5.00                          
Pavarde83870   Vardas83870    5.24                          
Pavarde83875   Vardas83875    6.08                          
Pavarde83876   Vardas83876    6.36                          
Pavarde83878   Vardas83878    6.52                          
Pavarde83879   Vardas83879    5.40                          
Pavarde83881   Vardas83881    6.36                          
Pavarde83883   Vardas83883    7.04                          
Pavarde83888   Vardas83888    8.36                          
Pavarde83889   Vardas83889    6.16                          
Pavarde83890   Vardas83890    5.72                          
Pavarde83892   Vardas83892    5.76                          
Pavarde83897   Vardas83897    6.56                          
Pavarde83900   Vardas83900    7.32                          
Pavarde83905   Vardas83905    5.48                          
Pavarde83908   Vardas83908    7.72                          
Pavarde83909   Vardas83909    6.12                          
Pavarde83910   Vardas83910    6.08                          
Pavarde83911   Vardas83911    5.72                          
Pavarde83916   Vardas83916    6.80                          
Pavarde83920   Vardas83920    7.32                          
Pavarde83922   Vardas83922    6.20                          
Pavarde83923   Vardas83923    6.36                          
Pavarde83924   Vardas83924    6.64                          
Pavarde83930   Vardas83930    5.28                          
Pavarde83931   Vardas83931    7.56                          
Pavarde83932   Vardas83932    6.80                          
Pavarde83935   Vardas83935    5.32                          
Pavarde83936   Vardas83936    6.32                          
Pavarde83941   Vardas83941    6.40                          
Pavarde83946   Vardas83946    7.32                          
Pavarde83949   Vardas83949    6.04                          
Pavarde83951   Vardas83951    5.52                          
Pavarde83952   Vardas83952    7.00                          
Pavarde83953   Vardas83953    5.04                          
Pavarde83958   Vardas83958    6.80                          
Pavarde83959   Vardas83959    5.52                          
Pavarde83964   Vardas83964    5.80                          
Pavarde83967   Vardas83967    6.56                          
Pavarde83968   Vardas83968    6.08                          
Pavarde83969   Vardas83969    5.68                          
Pavarde83971   Vardas83971    6.16                          
Pavarde83977   Vardas83977    6.12                          
Pavarde83978   Vardas83978    6.00                          
Pavarde83980   Vardas83980    6.56                          
Pavarde83986   Vardas83986    5.40                          
Pavarde83988   Vardas83988    5.84                          
Pavarde83989   Vardas83989    7.76                          
Pavarde83992   Vardas83992    5.76                          
Pavarde83993   Vardas83993    7.16                          
Pavarde84008   Vardas84008    5.44                          
Pavarde84009   Vardas84009    5.52                          
Pavarde84011   Vardas84011    6.80                          
Pavarde84013   Vardas84013    5.04                          
Pavarde84014   Vardas84014    6.96                          
Pavarde84016   Vardas84016    7.72                          
Pavarde84017   Vardas84017    5.44                          
Pavarde84022   Vardas84022    6.48                          
Pavarde84027   Vardas84027    7.52                          
Pavarde84028   Vardas84028    7.08                          
Pavarde84031   Vardas84031    5.80                          
Pavarde84032   Vardas84032    6.52                          
Pavarde84034   Vardas84034    6.72                          
Pavarde84041   Vardas84041    6.04                          
Pavarde84044   Vardas84044    5.84                          
Pavarde84045   Vardas84045    7.72                          
Pavarde84048   Vardas84048    6.88                          
Pavarde84056   Vardas84056    5.16                          
Pavarde84059   Vardas84059    7.72                          
Pavarde84060   Vardas84060    5.64                          
Pavarde84064   Vardas84064    6.84                          
Pavarde84066   Vardas84066    5.36                          
Pavarde84067   Vardas84067    5.76                          
Pavarde84076   Vardas84076    6.16                          
Pavarde84078   Vardas84078    5.64                          
Pavarde84081   Vardas84081    6.04                          
Pavarde84083   Vardas84083    5.28                          
Pavarde84087   Vardas84087    5.24                          
Pavarde84088   Vardas84088    5.20                          
Pavarde84089   Vardas84089    5.36                          
Pavarde84092   Vardas84092    6.32                          
Pavarde84097   Vardas84097    5.16                          
Pavarde84103   Vardas84103    7.36                          
Pavarde84107   Vardas84107    5.72                          
Pavarde84108   Vardas84108    7.52                          
Pavarde84109   Vardas84109    5.04                          
Pavarde84110   Vardas84110    6.44                          
Pavarde84115   Vardas84115    5.16                          
Pavarde84118   Vardas84118    7.64                          
Pavarde84119   Vardas84119    5.04                          
Pavarde84120   Vardas84120    6.64                          
Pavarde84121   Vardas84121    6.36                          
Pavarde84122   Vardas84122    7.24                          
Pavarde84123   Vardas84123    5.56                          
Pavarde84124   Vardas84124    5.24                          
Pavarde84128   Vardas84128    5.36                          
Pavarde84130   Vardas84130    5.64                          
Pavarde84132   Vardas84132    6.12                          
Pavarde84133   Vardas84133    5.96                          
Pavarde84138   Vardas84138    6.68                          
Pavarde84141   Vardas84141    7.72                          
Pavarde84144   Vardas84144    7.64                          
Pavarde84145   Vardas84145    6.72                          
Pavarde84146   Vardas84146    5.08                          
Pavarde84148   Vardas84148    6.76                          
Pavarde84149   Vardas84149    5.48                          
Pavarde84153   Vardas84153    7.08                          
Pavarde84154   Vardas84154    5.32                          
Pavarde84156   Vardas84156    6.92                          
Pavarde84160   Vardas84160    7.36                          
Pavarde84161   Vardas84161    5.28                          
Pavarde84163   Vardas84163    5.60                          
Pavarde84168   Vardas84168    5.92                          
Pavarde84172   Vardas84172    5.52                          
Pavarde84174   Vardas84174    5.04                          
Pavarde84176   Vardas84176    5.00                          
Pavarde84177   Vardas84177    6.96                          
Pavarde84178   Vardas84178    6.76                          
Pavarde84180   Vardas84180    5.00                          
Pavarde84181   Vardas84181    7.00                          
Pavarde84182   Vardas84182    6.44                          
Pavarde84185   Vardas84185    5.88                          
Pavarde84187   Vardas84187    6.76                          
Pavarde84190   Vardas84190    8.04                          
Pavarde84192   Vardas84192    5.52                          
Pavarde84193   Vardas84193    6.84                          
Pavarde84196   Vardas84196    7.36                          
Pavarde84203   Vardas84203    6.44                          
Pavarde84206   Vardas84206    6.16                          
Pavarde84209   Vardas84209    7.64                          
Pavarde84211   Vardas84211    5.72                          
Pavarde84213   Vardas84213    5.08                          
Pavarde84216   Vardas84216    6.60                          
Pavarde84218   Vardas84218    6.28                          
Pavarde84222   Vardas84222    5.84                          
Pavarde84223   Vardas84223    6.60                          
Pavarde84224   Vardas84224    6.32                          
Pavarde84227   Vardas84227    5.92                          
Pavarde84228   Vardas84228    7.00                          
Pavarde84231   Vardas84231    5.84                          
Pavarde84233   Vardas84233    6.60                          
Pavarde84234   Vardas84234    7.88                          
Pavarde84238   Vardas84238    5.40                          
Pavarde84239   Vardas84239    7.88                          
Pavarde84240   Vardas84240    5.88                          
Pavarde84241   Vardas84241    8.20                          
Pavarde84243   Vardas84243    5.72                          
Pavarde84244   Vardas84244    5.84                          
Pavarde84248   Vardas84248    6.72                          
Pavarde84249   Vardas84249    5.44                          
Pavarde84258   Vardas84258    6.72                          
Pavarde84259   Vardas84259    7.76                          
Pavarde84260   Vardas84260    6.28                          
Pavarde84261   Vardas84261    6.48                          
Pavarde84262   Vardas84262    5.44                          
Pavarde84263   Vardas84263    5.72                          
Pavarde84265   Vardas84265    5.60                          
Pavarde84270   Vardas84270    5.36                          
Pavarde84276   Vardas84276    7.48                          
Pavarde84279   Vardas84279    7.40                          
Pavarde84282   Vardas84282    5.48                          
Pavarde84284   Vardas84284    5.20                          
Pavarde84285   Vardas84285    8.04                          
Pavarde84288   Vardas84288    5.76                          
Pavarde84289   Vardas84289    7.72                          
Pavarde84290   Vardas84290    7.52                          
Pavarde84291   Vardas84291    6.64                          
Pavarde84295   Vardas84295    5.28                          
Pavarde84297   Vardas84297    5.64                          
Pavarde84298   Vardas84298    5.16                          
Pavarde84299   Vardas84299    6.52                          
Pavarde84303   Vardas84303    7.56                          
Pavarde84306   Vardas84306    7.48                          
Pavarde84307   Vardas84307    6.52                          
Pavarde84309   Vardas84309    5.12                          
Pavarde84310   Vardas84310    6.16                          
Pavarde84311   Vardas84311    6.56                          
Pavarde84314   Vardas84314    5.36                          
Pavarde84319   Vardas84319    5.32                          
Pavarde84320   Vardas84320    6.56                          
Pavarde84322   Vardas84322    6.40                          
Pavarde84327   Vardas84327    6.80                          
Pavarde84332   Vardas84332    6.84                          
Pavarde84334   Vardas84334    5.08                          
Pavarde84338   Vardas84338    6.44                          
Pavarde84339   Vardas84339    6.20                          
Pavarde84341   Vardas84341    5.16                          
Pavarde84345   Vardas84345    5.48                          
Pavarde84346   Vardas84346    6.68                          
Pavarde84347   Vardas84347    5.64                          
Pavarde84348   Vardas84348    6.24                          
Pavarde84355   Vardas84355    7.04                          
Pavarde84359   Vardas84359    6.72                          
Pavarde84362   Vardas84362    5.60                          
Pavarde84363   Vardas84363    5.28                          
Pavarde84366   Vardas84366    5.96                          
Pavarde84367   Vardas84367    6.24                          
Pavarde84369   Vardas84369    5.52                          
Pavarde84372   Vardas84372    6.24                          
Pavarde84373   Vardas84373    5.36                          
Pavarde84375   Vardas84375    5.44                          
Pavarde84376   Vardas84376    6.24                          
Pavarde84378   Vardas84378    7.44                          
Pavarde84383   Vardas84383    6.84                          
Pavarde84385   Vardas84385    6.16                          
Pavarde84387   Vardas84387    6.28                          
Pavarde84393   Vardas84393    5.20                          
Pavarde84401   Vardas84401    5.00                          
Pavarde84402   Vardas84402    6.56                          
Pavarde84405   Vardas84405    6.36                          
Pavarde84407   Vardas84407    6.92                          
Pavarde84408   Vardas84408    7.88                          
Pavarde84409   Vardas84409    6.84                          
Pavarde84410   Vardas84410    5.20                          
Pavarde84412   Vardas84412    7.20                          
Pavarde84413   Vardas84413    5.76                          
Pavarde84414   Vardas84414    6.28                          
Pavarde84415   Vardas84415    5.92                          
Pavarde84419   Vardas84419    7.64                          
Pavarde84422   Vardas84422    6.44                          
Pavarde84424   Vardas84424    6.60                          
Pavarde84425   Vardas84425    5.72                          
Pavarde84426   Vardas84426    7.52                          
Pavarde84427   Vardas84427    5.60                          
Pavarde84428   Vardas84428    6.72                          
Pavarde84436   Vardas84436    5.92                          
Pavarde84438   Vardas84438    6.12                          
Pavarde84439   Vardas84439    5.36                          
Pavarde84440   Vardas84440    5.72                          
Pavarde84442   Vardas84442    5.84                          
Pavarde84445   Vardas84445    6.80                          
Pavarde84446   Vardas84446    6.48                          
Pavarde84447   Vardas84447    6.60                          
Pavarde84449   Vardas84449    7.32                          
Pavarde84451   Vardas84451    6.48                          
Pavarde84452   Vardas84452    6.16                          
Pavarde84453   Vardas84453    6.00                          
Pavarde84454   Vardas84454    6.56                          
Pavarde84456   Vardas84456    6.56                          
Pavarde84457   Vardas84457    6.36                          
Pavarde84462   Vardas84462    5.52                          
Pavarde84463   Vardas84463    6.56                          
Pavarde84465   Vardas84465    5.88                          
Pavarde84466   Vardas84466    5.88                          
Pavarde84467   Vardas84467    5.20                          
Pavarde84469   Vardas84469    5.48                          
Pavarde84471   Vardas84471    6.04                          
Pavarde84473   Vardas84473    7.64                          
Pavarde84474   Vardas84474    7.04                          
Pavarde84475   Vardas84475    5.04                          
Pavarde84477   Vardas84477    5.88                          
Pavarde84479   Vardas84479    5.84                          
Pavarde84481   Vardas84481    5.12                          
Pavarde84484   Vardas84484    6.72                          
Pavarde84485   Vardas84485    5.56                          
Pavarde84486   Vardas84486    6.72                          
Pavarde84487   Vardas84487    6.20                          
Pavarde84490   Vardas84490    6.12                          
Pavarde84492   Vardas84492    5.40                          
Pavarde84493   Vardas84493    5.00                          
Pavarde84495   Vardas84495    6.28                          
Pavarde84496   Vardas84496    6.16                          
Pavarde84502   Vardas84502    7.16                          
Pavarde84508   Vardas84508    5.48                          
Pavarde84509   Vardas84509    6.40                          
Pavarde84510   Vardas84510    5.56                          
Pavarde84512   Vardas84512    6.88                          
Pavarde84514   Vardas84514    7.12                          
Pavarde84515   Vardas84515    5.84                          
Pavarde84517   Vardas84517    8.12                          
Pavarde84519   Vardas84519    7.40                          
Pavarde84521   Vardas84521    5.56                          
Pavarde84522   Vardas84522    5.84                          
Pavarde84523   Vardas84523    5.84                          
Pavarde84525   Vardas84525    5.72                          
Pavarde84527   Vardas84527    5.92                          
Pavarde84529   Vardas84529    6.04                          
Pavarde84534   Vardas84534    7.80                          
Pavarde84538   Vardas84538    5.16                          
Pavarde84540   Vardas84540    6.88                          
Pavarde84543   Vardas84543    6.12                          
Pavarde84545   Vardas84545    5.00                          
Pavarde84548   Vardas84548    6.04                          
Pavarde84549   Vardas84549    7.72                          
Pavarde84553   Vardas84553    5.72                          
Pavarde84554   Vardas84554    6.48                          
Pavarde84555   Vardas84555    7.00                          
Pavarde84557   Vardas84557    6.64                          
Pavarde84560   Vardas84560    6.52                          
Pavarde84561   Vardas84561    5.20                          
Pavarde84562   Vardas84562    7.52                          
Pavarde84563   Vardas84563    5.84                          
Pavarde84565   Vardas84565    6.16                          
Pavarde84569   Vardas84569    5.16                          
Pavarde84571   Vardas84571    7.36                          
Pavarde84574   Vardas84574    6.60                          
Pavarde84577   Vardas84577    5.32                          
Pavarde84579   Vardas84579    5.16                          
Pavarde84581   Vardas84581    5.24                          
Pavarde84588   Vardas84588    5.80                          
Pavarde84589   Vardas84589    7.64                          
Pavarde84590   Vardas84590    7.24                          
Pavarde84594   Vardas84594    6.44                          
Pavarde84595   Vardas84595    5.20                          
Pavarde84599   Vardas84599    5.12                          
Pavarde84600   Vardas84600    5.12                          
Pavarde84601   Vardas84601    6.08                          
Pavarde84602   Vardas84602    8.36                          
Pavarde84603   Vardas84603    5.00                          
Pavarde84607   Vardas84607    5.88                          
