Pavarde        Vardas         Galutinis balas (vid.)        
Pavarde79313   Vardas79313    4.92                          
Pavarde79315   Vardas79315    2.60                          
Pavarde79318   Vardas79318    1.24                          
Pavarde79321   Vardas79321    4.00                          
Pavarde79322   Vardas79322    3.64                          
Pavarde79324   Vardas79324    4.20                          
Pavarde79327   Vardas79327    1.48                          
Pavarde79328   Vardas79328    3.04                          
Pavarde79330   Vardas79330    1.84                          
Pavarde79332   Vardas79332    4.00                          
Pavarde79333   Vardas79333    2.52                          
Pavarde79335   Vardas79335    4.48                          
Pavarde79336   Vardas79336    1.20                          
Pavarde79339   Vardas79339    2.16                          
Pavarde79342   Vardas79342    2.96                          
Pavarde79343   Vardas79343    1.96                          
Pavarde79345   Vardas79345    4.08                          
Pavarde79346   Vardas79346    3.92                          
Pavarde79350   Vardas79350    2.88                          
Pavarde79352   Vardas79352    3.16                          
Pavarde79353   Vardas79353    1.80                          
Pavarde79355   Vardas79355    1.84                          
Pavarde79358   Vardas79358    4.68                          
Pavarde79360   Vardas79360    4.16                          
Pavarde79361   Vardas79361    1.84                          
Pavarde79363   Vardas79363    2.72                          
Pavarde79368   Vardas79368    3.36                          
Pavarde79370   Vardas79370    1.76                          
Pavarde79372   Vardas79372    2.12                          
Pavarde79376   Vardas79376    1.84                          
Pavarde79377   Vardas79377    3.76                          
Pavarde79380   Vardas79380    2.32                          
Pavarde79381   Vardas79381    2.84                          
Pavarde79383   Vardas79383    4.60                          
Pavarde79384   Vardas79384    2.20                          
Pavarde79386   Vardas79386    4.44                          
Pavarde79389   Vardas79389    3.72                          
Pavarde79390   Vardas79390    2.60                          
Pavarde79391   Vardas79391    3.60                          
Pavarde79392   Vardas79392    2.24                          
Pavarde79393   Vardas79393    2.64                          
Pavarde79394   Vardas79394    3.16                          
Pavarde79395   Vardas79395    4.96                          
Pavarde79396   Vardas79396    4.60                          
Pavarde79397   Vardas79397    3.48                          
Pavarde79398   Vardas79398    3.88                          
Pavarde79400   Vardas79400    1.80                          
Pavarde79402   Vardas79402    3.80                          
Pavarde79403   Vardas79403    4.28                          
Pavarde79404   Vardas79404    4.04                          
Pavarde79405   Vardas79405    4.32                          
Pavarde79407   Vardas79407    2.64                          
Pavarde79410   Vardas79410    4.72                          
Pavarde79411   Vardas79411    1.84                          
Pavarde79412   Vardas79412    1.92                          
Pavarde79417   Vardas79417    0.80                          
Pavarde79418   Vardas79418    1.52                          
Pavarde79419   Vardas79419    3.64                          
Pavarde79420   Vardas79420    2.96                          
Pavarde79423   Vardas79423    4.00                          
Pavarde79424   Vardas79424    3.04                          
Pavarde79425   Vardas79425    4.68                          
Pavarde79426   Vardas79426    2.12                          
Pavarde79427   Vardas79427    1.60                          
Pavarde79429   Vardas79429    3.76                          
Pavarde79431   Vardas79431    2.08                          
Pavarde79433   Vardas79433    3.28                          
Pavarde79434   Vardas79434    3.40                          
Pavarde79435   Vardas79435    1.96                          
Pavarde79436   Vardas79436    3.24                          
Pavarde79437   Vardas79437    4.04                          
Pavarde79439   Vardas79439    1.68                          
Pavarde79442   Vardas79442    3.16                          
Pavarde79443   Vardas79443    3.60                          
Pavarde79445   Vardas79445    2.92                          
Pavarde79447   Vardas79447    4.60                          
Pavarde79448   Vardas79448    4.52                          
Pavarde79449   Vardas79449    1.64                          
Pavarde79452   Vardas79452    2.56                          
Pavarde79455   Vardas79455    3.96                          
Pavarde79456   Vardas79456    3.20                          
Pavarde79459   Vardas79459    4.44                          
Pavarde79461   Vardas79461    3.08                          
Pavarde79462   Vardas79462    2.88                          
Pavarde79463   Vardas79463    3.24                          
Pavarde79464   Vardas79464    4.56                          
Pavarde79465   Vardas79465    4.80                          
Pavarde79468   Vardas79468    4.08                          
Pavarde79470   Vardas79470    2.20                          
Pavarde79472   Vardas79472    2.68                          
Pavarde79473   Vardas79473    4.72                          
Pavarde79477   Vardas79477    1.68                          
Pavarde79481   Vardas79481    2.04                          
Pavarde79482   Vardas79482    2.64                          
Pavarde79485   Vardas79485    3.28                          
Pavarde79486   Vardas79486    1.44                          
Pavarde79487   Vardas79487    4.36                          
Pavarde79489   Vardas79489    4.28                          
Pavarde79492   Vardas79492    2.16                          
Pavarde79493   Vardas79493    3.72                          
Pavarde79494   Vardas79494    3.80                          
Pavarde79495   Vardas79495    2.08                          
Pavarde79497   Vardas79497    2.36                          
Pavarde79499   Vardas79499    4.64                          
Pavarde79500   Vardas79500    2.52                          
Pavarde79503   Vardas79503    3.24                          
Pavarde79506   Vardas79506    2.28                          
Pavarde79508   Vardas79508    3.08                          
Pavarde79510   Vardas79510    3.68                          
Pavarde79511   Vardas79511    2.16                          
Pavarde79513   Vardas79513    3.76                          
Pavarde79516   Vardas79516    4.48                          
Pavarde79518   Vardas79518    3.16                          
Pavarde79520   Vardas79520    3.72                          
Pavarde79521   Vardas79521    3.20                          
Pavarde79522   Vardas79522    2.00                          
Pavarde79525   Vardas79525    4.08                          
Pavarde79527   Vardas79527    2.40                          
Pavarde79528   Vardas79528    4.24                          
Pavarde79530   Vardas79530    3.08                          
Pavarde79531   Vardas79531    2.64                          
Pavarde79532   Vardas79532    2.76                          
Pavarde79533   Vardas79533    4.44                          
Pavarde79535   Vardas79535    2.64                          
Pavarde79537   Vardas79537    3.92                          
Pavarde79538   Vardas79538    3.12                          
Pavarde79540   Vardas79540    3.48                          
Pavarde79541   Vardas79541    2.88                          
Pavarde79542   Vardas79542    2.44                          
Pavarde79543   Vardas79543    2.72                          
Pavarde79546   Vardas79546    3.00                          
Pavarde79547   Vardas79547    2.64                          
Pavarde79548   Vardas79548    4.88                          
Pavarde79549   Vardas79549    2.24                          
Pavarde79552   Vardas79552    3.68                          
Pavarde79556   Vardas79556    3.32                          
Pavarde79557   Vardas79557    4.16                          
Pavarde79558   Vardas79558    3.80                          
Pavarde79559   Vardas79559    1.92                          
Pavarde79560   Vardas79560    3.04                          
Pavarde79562   Vardas79562    4.24                          
Pavarde79564   Vardas79564    2.04                          
Pavarde79565   Vardas79565    1.56                          
Pavarde79566   Vardas79566    2.48                          
Pavarde79567   Vardas79567    4.12                          
Pavarde79568   Vardas79568    4.92                          
Pavarde79569   Vardas79569    3.80                          
Pavarde79572   Vardas79572    4.92                          
Pavarde79573   Vardas79573    3.60                          
Pavarde79577   Vardas79577    2.44                          
Pavarde79584   Vardas79584    4.76                          
Pavarde79585   Vardas79585    2.44                          
Pavarde79586   Vardas79586    1.20                          
Pavarde79587   Vardas79587    0.80                          
Pavarde79588   Vardas79588    2.00                          
Pavarde79590   Vardas79590    3.00                          
Pavarde79591   Vardas79591    3.64                          
Pavarde79592   Vardas79592    4.28                          
Pavarde79596   Vardas79596    2.60                          
Pavarde79597   Vardas79597    3.08                          
Pavarde79599   Vardas79599    2.12                          
Pavarde79600   Vardas79600    3.96                          
Pavarde79601   Vardas79601    2.16                          
Pavarde79602   Vardas79602    4.84                          
Pavarde79604   Vardas79604    4.04                          
Pavarde79607   Vardas79607    1.68                          
Pavarde79609   Vardas79609    4.40                          
Pavarde79611   Vardas79611    4.64                          
Pavarde79612   Vardas79612    4.12                          
Pavarde79613   Vardas79613    4.60                          
Pavarde79614   Vardas79614    4.40                          
Pavarde79615   Vardas79615    3.68                          
Pavarde79616   Vardas79616    3.24                          
Pavarde79617   Vardas79617    1.04                          
Pavarde79618   Vardas79618    4.48                          
Pavarde79619   Vardas79619    2.08                          
Pavarde79621   Vardas79621    2.20                          
Pavarde79622   Vardas79622    4.20                          
Pavarde79623   Vardas79623    2.72                          
Pavarde79625   Vardas79625    1.72                          
Pavarde79626   Vardas79626    2.12                          
Pavarde79627   Vardas79627    4.32                          
Pavarde79628   Vardas79628    2.32                          
Pavarde79629   Vardas79629    4.76                          
Pavarde79630   Vardas79630    4.76                          
Pavarde79632   Vardas79632    2.44                          
Pavarde79633   Vardas79633    2.60                          
Pavarde79638   Vardas79638    3.32                          
Pavarde79639   Vardas79639    1.76                          
Pavarde79641   Vardas79641    1.68                          
Pavarde79642   Vardas79642    4.04                          
Pavarde79645   Vardas79645    4.76                          
Pavarde79646   Vardas79646    1.92                          
Pavarde79647   Vardas79647    3.32                          
Pavarde79649   Vardas79649    2.44                          
Pavarde79651   Vardas79651    1.12                          
Pavarde79654   Vardas79654    4.12                          
Pavarde79655   Vardas79655    3.08                          
Pavarde79656   Vardas79656    4.32                          
Pavarde79657   Vardas79657    3.48                          
Pavarde79658   Vardas79658    3.28                          
Pavarde79659   Vardas79659    3.52                          
Pavarde79660   Vardas79660    4.32                          
Pavarde79661   Vardas79661    4.20                          
Pavarde79662   Vardas79662    3.92                          
Pavarde79663   Vardas79663    4.00                          
Pavarde79665   Vardas79665    4.24                          
Pavarde79668   Vardas79668    3.48                          
Pavarde79669   Vardas79669    3.44                          
Pavarde79672   Vardas79672    3.36                          
Pavarde79674   Vardas79674    3.68                          
Pavarde79675   Vardas79675    2.92                          
Pavarde79679   Vardas79679    4.84                          
Pavarde79681   Vardas79681    1.76                          
Pavarde79684   Vardas79684    1.52                          
Pavarde79686   Vardas79686    2.76                          
Pavarde79690   Vardas79690    3.16                          
Pavarde79691   Vardas79691    4.96                          
Pavarde79692   Vardas79692    3.32                          
Pavarde79693   Vardas79693    4.60                          
Pavarde79696   Vardas79696    3.52                          
Pavarde79697   Vardas79697    3.08                          
Pavarde79698   Vardas79698    3.72                          
Pavarde79699   Vardas79699    3.48                          
Pavarde79700   Vardas79700    3.48                          
Pavarde79702   Vardas79702    4.20                          
Pavarde79704   Vardas79704    3.00                          
Pavarde79706   Vardas79706    3.52                          
Pavarde79708   Vardas79708    4.76                          
Pavarde79709   Vardas79709    4.56                          
Pavarde79710   Vardas79710    3.08                          
Pavarde79711   Vardas79711    4.32                          
Pavarde79712   Vardas79712    2.24                          
Pavarde79713   Vardas79713    1.56                          
Pavarde79715   Vardas79715    4.28                          
Pavarde79716   Vardas79716    2.08                          
Pavarde79717   Vardas79717    4.72                          
Pavarde79718   Vardas79718    3.32                          
Pavarde79720   Vardas79720    1.64                          
Pavarde79721   Vardas79721    4.48                          
Pavarde79722   Vardas79722    4.96                          
Pavarde79723   Vardas79723    1.96                          
Pavarde79724   Vardas79724    4.16                          
Pavarde79726   Vardas79726    4.52                          
Pavarde79728   Vardas79728    3.88                          
Pavarde79730   Vardas79730    2.68                          
Pavarde79731   Vardas79731    3.64                          
Pavarde79732   Vardas79732    4.88                          
Pavarde79735   Vardas79735    3.88                          
Pavarde79737   Vardas79737    4.32                          
Pavarde79738   Vardas79738    3.20                          
Pavarde79739   Vardas79739    2.92                          
Pavarde79740   Vardas79740    2.92                          
Pavarde79741   Vardas79741    2.00                          
Pavarde79742   Vardas79742    4.12                          
Pavarde79743   Vardas79743    4.56                          
Pavarde79747   Vardas79747    4.40                          
Pavarde79750   Vardas79750    3.36                          
Pavarde79752   Vardas79752    1.76                          
Pavarde79753   Vardas79753    3.40                          
Pavarde79754   Vardas79754    2.24                          
Pavarde79756   Vardas79756    3.12                          
Pavarde79757   Vardas79757    3.56                          
Pavarde79758   Vardas79758    3.80                          
Pavarde79759   Vardas79759    4.68                          
Pavarde79761   Vardas79761    1.68                          
Pavarde79764   Vardas79764    3.20                          
Pavarde79766   Vardas79766    3.80                          
Pavarde79767   Vardas79767    3.52                          
Pavarde79768   Vardas79768    3.32                          
Pavarde79769   Vardas79769    2.04                          
Pavarde79770   Vardas79770    2.08                          
Pavarde79771   Vardas79771    1.60                          
Pavarde79774   Vardas79774    3.60                          
Pavarde79777   Vardas79777    4.04                          
Pavarde79779   Vardas79779    2.92                          
Pavarde79783   Vardas79783    4.88                          
Pavarde79784   Vardas79784    2.12                          
Pavarde79785   Vardas79785    2.32                          
Pavarde79786   Vardas79786    2.40                          
Pavarde79790   Vardas79790    1.40                          
Pavarde79793   Vardas79793    3.52                          
Pavarde79795   Vardas79795    2.16                          
Pavarde79796   Vardas79796    3.96                          
Pavarde79797   Vardas79797    4.40                          
Pavarde79799   Vardas79799    2.16                          
Pavarde79800   Vardas79800    4.04                          
Pavarde79803   Vardas79803    2.68                          
Pavarde79804   Vardas79804    2.84                          
Pavarde79805   Vardas79805    2.00                          
Pavarde79806   Vardas79806    1.12                          
Pavarde79807   Vardas79807    3.80                          
Pavarde79809   Vardas79809    4.12                          
Pavarde79811   Vardas79811    2.60                          
Pavarde79812   Vardas79812    3.72                          
Pavarde79814   Vardas79814    3.44                          
Pavarde79815   Vardas79815    4.96                          
Pavarde79816   Vardas79816    3.64                          
Pavarde79817   Vardas79817    3.44                          
Pavarde79818   Vardas79818    2.84                          
Pavarde79820   Vardas79820    4.20                          
Pavarde79825   Vardas79825    2.88                          
Pavarde79827   Vardas79827    3.04                          
Pavarde79828   Vardas79828    4.16                          
Pavarde79830   Vardas79830    3.44                          
Pavarde79831   Vardas79831    2.40                          
Pavarde79833   Vardas79833    4.84                          
Pavarde79836   Vardas79836    3.52                          
Pavarde79837   Vardas79837    2.48                          
Pavarde79838   Vardas79838    2.80                          
Pavarde79840   Vardas79840    1.28                          
Pavarde79844   Vardas79844    4.56                          
Pavarde79845   Vardas79845    3.40                          
Pavarde79846   Vardas79846    1.64                          
Pavarde79847   Vardas79847    3.88                          
Pavarde79848   Vardas79848    4.00                          
Pavarde79849   Vardas79849    3.48                          
Pavarde79851   Vardas79851    3.24                          
Pavarde79854   Vardas79854    2.48                          
Pavarde79856   Vardas79856    4.16                          
Pavarde79860   Vardas79860    3.12                          
Pavarde79861   Vardas79861    2.16                          
Pavarde79863   Vardas79863    3.52                          
Pavarde79864   Vardas79864    1.88                          
Pavarde79865   Vardas79865    4.04                          
Pavarde79868   Vardas79868    2.48                          
Pavarde79870   Vardas79870    3.64                          
Pavarde79873   Vardas79873    3.08                          
Pavarde79875   Vardas79875    1.68                          
Pavarde79876   Vardas79876    3.40                          
Pavarde79877   Vardas79877    4.64                          
Pavarde79880   Vardas79880    1.84                          
Pavarde79882   Vardas79882    1.92                          
Pavarde79883   Vardas79883    2.40                          
Pavarde79884   Vardas79884    2.08                          
Pavarde79885   Vardas79885    3.08                          
Pavarde79887   Vardas79887    4.56                          
Pavarde79889   Vardas79889    4.28                          
Pavarde79891   Vardas79891    2.60                          
Pavarde79892   Vardas79892    2.12                          
Pavarde79893   Vardas79893    4.24                          
Pavarde79894   Vardas79894    2.00                          
Pavarde79895   Vardas79895    2.40                          
Pavarde79897   Vardas79897    4.20                          
Pavarde79898   Vardas79898    1.68                          
Pavarde79901   Vardas79901    3.60                          
Pavarde79903   Vardas79903    2.40                          
Pavarde79904   Vardas79904    2.28                          
Pavarde79905   Vardas79905    4.12                          
Pavarde79906   Vardas79906    4.44                          
Pavarde79907   Vardas79907    1.52                          
Pavarde79908   Vardas79908    1.60                          
Pavarde79909   Vardas79909    4.16                          
Pavarde79910   Vardas79910    0.88                          
Pavarde79912   Vardas79912    3.08                          
Pavarde79914   Vardas79914    4.88                          
Pavarde79915   Vardas79915    3.80                          
Pavarde79916   Vardas79916    4.48                          
Pavarde79917   Vardas79917    3.32                          
Pavarde79919   Vardas79919    4.00                          
Pavarde79920   Vardas79920    1.64                          
Pavarde79921   Vardas79921    2.92                          
Pavarde79922   Vardas79922    3.56                          
Pavarde79923   Vardas79923    3.20                          
Pavarde79924   Vardas79924    4.00                          
Pavarde79926   Vardas79926    1.04                          
Pavarde79928   Vardas79928    4.00                          
Pavarde79929   Vardas79929    2.36                          
Pavarde79930   Vardas79930    2.84                          
Pavarde79931   Vardas79931    2.40                          
Pavarde79933   Vardas79933    2.12                          
Pavarde79935   Vardas79935    3.12                          
Pavarde79936   Vardas79936    2.04                          
Pavarde79937   Vardas79937    1.84                          
Pavarde79940   Vardas79940    3.80                          
Pavarde79942   Vardas79942    2.28                          
Pavarde79943   Vardas79943    3.88                          
Pavarde79946   Vardas79946    2.72                          
Pavarde79948   Vardas79948    4.92                          
Pavarde79950   Vardas79950    2.92                          
Pavarde79951   Vardas79951    3.52                          
Pavarde79954   Vardas79954    4.32                          
Pavarde79956   Vardas79956    4.52                          
Pavarde79960   Vardas79960    2.68                          
Pavarde79961   Vardas79961    4.12                          
Pavarde79962   Vardas79962    4.64                          
Pavarde79963   Vardas79963    4.88                          
Pavarde79964   Vardas79964    3.96                          
Pavarde79965   Vardas79965    4.56                          
Pavarde79966   Vardas79966    3.60                          
Pavarde79967   Vardas79967    3.96                          
Pavarde79971   Vardas79971    4.92                          
Pavarde79972   Vardas79972    2.80                          
Pavarde79973   Vardas79973    2.32                          
Pavarde79976   Vardas79976    3.28                          
Pavarde79977   Vardas79977    3.28                          
Pavarde79978   Vardas79978    4.52                          
Pavarde79979   Vardas79979    1.92                          
Pavarde79980   Vardas79980    4.32                          
Pavarde79981   Vardas79981    3.72                          
Pavarde79984   Vardas79984    3.36                          
Pavarde79986   Vardas79986    2.96                          
Pavarde79988   Vardas79988    2.16                          
Pavarde79990   Vardas79990    2.44                          
Pavarde79991   Vardas79991    3.44                          
Pavarde79992   Vardas79992    4.80                          
Pavarde79994   Vardas79994    2.76                          
Pavarde79995   Vardas79995    1.20                          
Pavarde79999   Vardas79999    4.60                          
Pavarde80000   Vardas80000    1.76                          
Pavarde80001   Vardas80001    3.12                          
Pavarde80002   Vardas80002    2.72                          
Pavarde80004   Vardas80004    4.92                          
Pavarde80005   Vardas80005    3.44                          
Pavarde80006   Vardas80006    3.92                          
Pavarde80008   Vardas80008    4.76                          
Pavarde80009   Vardas80009    2.44                          
Pavarde80010   Vardas80010    2.76                          
Pavarde80011   Vardas80011    4.16                          
Pavarde80012   Vardas80012    1.92                          
Pavarde80013   Vardas80013    2.32                          
Pavarde80014   Vardas80014    4.20                          
Pavarde80015   Vardas80015    1.96                          
Pavarde80018   Vardas80018    2.60                          
Pavarde80021   Vardas80021    2.52                          
Pavarde80022   Vardas80022    1.80                          
Pavarde80023   Vardas80023    2.52                          
Pavarde80026   Vardas80026    2.32                          
Pavarde80028   Vardas80028    2.08                          
Pavarde80029   Vardas80029    1.68                          
Pavarde80030   Vardas80030    1.32                          
Pavarde80032   Vardas80032    1.68                          
Pavarde80033   Vardas80033    4.44                          
Pavarde80034   Vardas80034    4.08                          
Pavarde80035   Vardas80035    3.40                          
Pavarde80036   Vardas80036    2.64                          
Pavarde80041   Vardas80041    2.00                          
Pavarde80042   Vardas80042    1.48                          
Pavarde80043   Vardas80043    3.32                          
Pavarde80044   Vardas80044    2.76                          
Pavarde80046   Vardas80046    4.36                          
Pavarde80047   Vardas80047    2.64                          
Pavarde80048   Vardas80048    2.08                          
Pavarde80050   Vardas80050    2.08                          
Pavarde80051   Vardas80051    2.72                          
Pavarde80053   Vardas80053    3.68                          
Pavarde80055   Vardas80055    4.68                          
Pavarde80056   Vardas80056    1.96                          
Pavarde80059   Vardas80059    3.80                          
Pavarde80060   Vardas80060    2.88                          
Pavarde80062   Vardas80062    2.68                          
Pavarde80067   Vardas80067    2.12                          
Pavarde80069   Vardas80069    3.60                          
Pavarde80072   Vardas80072    3.12                          
Pavarde80073   Vardas80073    3.36                          
Pavarde80076   Vardas80076    3.20                          
Pavarde80077   Vardas80077    4.72                          
Pavarde80078   Vardas80078    4.44                          
Pavarde80079   Vardas80079    3.88                          
Pavarde80080   Vardas80080    3.88                          
Pavarde80081   Vardas80081    4.76                          
Pavarde80082   Vardas80082    4.48                          
Pavarde80083   Vardas80083    2.92                          
Pavarde80084   Vardas80084    2.52                          
Pavarde80085   Vardas80085    4.16                          
Pavarde80086   Vardas80086    4.24                          
Pavarde80088   Vardas80088    4.20                          
Pavarde80089   Vardas80089    3.20                          
Pavarde80090   Vardas80090    1.92                          
Pavarde80092   Vardas80092    4.44                          
Pavarde80093   Vardas80093    3.12                          
Pavarde80095   Vardas80095    3.52                          
Pavarde80096   Vardas80096    4.64                          
Pavarde80097   Vardas80097    1.76                          
Pavarde80098   Vardas80098    4.48                          
Pavarde80100   Vardas80100    2.32                          
Pavarde80101   Vardas80101    2.40                          
Pavarde80103   Vardas80103    3.36                          
Pavarde80105   Vardas80105    4.60                          
Pavarde80107   Vardas80107    1.84                          
Pavarde80109   Vardas80109    2.92                          
Pavarde80110   Vardas80110    4.60                          
Pavarde80112   Vardas80112    2.00                          
Pavarde80114   Vardas80114    3.16                          
Pavarde80115   Vardas80115    0.96                          
Pavarde80116   Vardas80116    4.04                          
Pavarde80117   Vardas80117    2.04                          
Pavarde80120   Vardas80120    3.48                          
Pavarde80121   Vardas80121    4.56                          
Pavarde80122   Vardas80122    2.16                          
Pavarde80123   Vardas80123    2.44                          
Pavarde80125   Vardas80125    1.28                          
Pavarde80127   Vardas80127    4.56                          
Pavarde80129   Vardas80129    2.84                          
Pavarde80130   Vardas80130    4.72                          
Pavarde80132   Vardas80132    2.80                          
Pavarde80133   Vardas80133    1.96                          
Pavarde80134   Vardas80134    3.84                          
Pavarde80139   Vardas80139    4.20                          
Pavarde80140   Vardas80140    3.44                          
Pavarde80141   Vardas80141    3.20                          
Pavarde80142   Vardas80142    3.08                          
Pavarde80143   Vardas80143    3.04                          
Pavarde80146   Vardas80146    3.36                          
Pavarde80147   Vardas80147    1.36                          
Pavarde80151   Vardas80151    3.88                          
Pavarde80152   Vardas80152    1.28                          
Pavarde80153   Vardas80153    2.80                          
Pavarde80154   Vardas80154    2.00                          
Pavarde80155   Vardas80155    4.16                          
Pavarde80156   Vardas80156    3.80                          
Pavarde80157   Vardas80157    4.80                          
Pavarde80158   Vardas80158    1.36                          
Pavarde80160   Vardas80160    3.40                          
Pavarde80162   Vardas80162    2.04                          
Pavarde80163   Vardas80163    3.28                          
Pavarde80164   Vardas80164    2.08                          
Pavarde80166   Vardas80166    0.96                          
Pavarde80167   Vardas80167    1.68                          
Pavarde80168   Vardas80168    4.72                          
Pavarde80172   Vardas80172    4.88                          
Pavarde80173   Vardas80173    4.72                          
Pavarde80175   Vardas80175    2.00                          
Pavarde80177   Vardas80177    3.64                          
Pavarde80180   Vardas80180    2.12                          
Pavarde80181   Vardas80181    0.96                          
Pavarde80182   Vardas80182    3.36                          
Pavarde80183   Vardas80183    2.64                          
Pavarde80184   Vardas80184    4.40                          
Pavarde80185   Vardas80185    4.00                          
Pavarde80187   Vardas80187    3.68                          
Pavarde80188   Vardas80188    4.56                          
Pavarde80189   Vardas80189    4.48                          
Pavarde80190   Vardas80190    4.04                          
Pavarde80191   Vardas80191    1.96                          
Pavarde80192   Vardas80192    3.84                          
Pavarde80193   Vardas80193    1.44                          
Pavarde80194   Vardas80194    4.56                          
Pavarde80197   Vardas80197    3.00                          
Pavarde80198   Vardas80198    3.52                          
Pavarde80199   Vardas80199    4.68                          
Pavarde80202   Vardas80202    4.52                          
Pavarde80205   Vardas80205    2.84                          
Pavarde80207   Vardas80207    3.68                          
Pavarde80208   Vardas80208    3.72                          
Pavarde80209   Vardas80209    3.84                          
Pavarde80211   Vardas80211    2.72                          
Pavarde80213   Vardas80213    3.88                          
Pavarde80214   Vardas80214    3.08                          
Pavarde80215   Vardas80215    3.44                          
Pavarde80217   Vardas80217    2.00                          
Pavarde80220   Vardas80220    1.68                          
Pavarde80222   Vardas80222    2.04                          
Pavarde80223   Vardas80223    3.76                          
Pavarde80225   Vardas80225    2.88                          
Pavarde80227   Vardas80227    4.84                          
Pavarde80230   Vardas80230    3.76                          
Pavarde80231   Vardas80231    4.92                          
Pavarde80232   Vardas80232    4.36                          
Pavarde80233   Vardas80233    2.72                          
Pavarde80234   Vardas80234    4.00                          
Pavarde80235   Vardas80235    3.12                          
Pavarde80236   Vardas80236    3.36                          
Pavarde80240   Vardas80240    2.64                          
Pavarde80241   Vardas80241    3.04                          
Pavarde80242   Vardas80242    2.36                          
Pavarde80244   Vardas80244    3.56                          
Pavarde80246   Vardas80246    3.04                          
Pavarde80248   Vardas80248    1.36                          
Pavarde80250   Vardas80250    2.52                          
Pavarde80257   Vardas80257    3.96                          
Pavarde80258   Vardas80258    3.52                          
Pavarde80260   Vardas80260    4.68                          
Pavarde80261   Vardas80261    4.20                          
Pavarde80262   Vardas80262    4.60                          
Pavarde80263   Vardas80263    4.00                          
Pavarde80264   Vardas80264    4.64                          
Pavarde80265   Vardas80265    3.76                          
Pavarde80266   Vardas80266    4.80                          
Pavarde80267   Vardas80267    4.72                          
Pavarde80268   Vardas80268    4.00                          
Pavarde80269   Vardas80269    3.92                          
Pavarde80270   Vardas80270    3.80                          
Pavarde80274   Vardas80274    1.96                          
Pavarde80275   Vardas80275    2.52                          
Pavarde80277   Vardas80277    4.52                          
Pavarde80278   Vardas80278    4.12                          
Pavarde80279   Vardas80279    3.72                          
Pavarde80280   Vardas80280    4.08                          
Pavarde80281   Vardas80281    3.72                          
Pavarde80282   Vardas80282    3.04                          
Pavarde80283   Vardas80283    4.64                          
Pavarde80285   Vardas80285    2.96                          
Pavarde80286   Vardas80286    4.40                          
Pavarde80287   Vardas80287    3.84                          
Pavarde80288   Vardas80288    4.64                          
Pavarde80289   Vardas80289    2.56                          
Pavarde80290   Vardas80290    3.28                          
Pavarde80291   Vardas80291    3.16                          
Pavarde80292   Vardas80292    4.32                          
Pavarde80293   Vardas80293    2.80                          
Pavarde80294   Vardas80294    2.92                          
Pavarde80296   Vardas80296    4.36                          
Pavarde80298   Vardas80298    3.96                          
Pavarde80300   Vardas80300    2.68                          
Pavarde80301   Vardas80301    4.92                          
Pavarde80303   Vardas80303    4.24                          
Pavarde80304   Vardas80304    1.60                          
Pavarde80305   Vardas80305    1.96                          
Pavarde80309   Vardas80309    4.00                          
Pavarde80310   Vardas80310    1.20                          
Pavarde80312   Vardas80312    3.32                          
Pavarde80314   Vardas80314    4.56                          
Pavarde80316   Vardas80316    1.96                          
Pavarde80320   Vardas80320    4.32                          
Pavarde80321   Vardas80321    1.92                          
Pavarde80322   Vardas80322    3.68                          
Pavarde80324   Vardas80324    3.28                          
Pavarde80325   Vardas80325    3.24                          
Pavarde80326   Vardas80326    3.08                          
Pavarde80327   Vardas80327    4.36                          
Pavarde80328   Vardas80328    3.24                          
Pavarde80331   Vardas80331    3.96                          
Pavarde80334   Vardas80334    3.80                          
Pavarde80335   Vardas80335    3.00                          
Pavarde80336   Vardas80336    4.96                          
Pavarde80337   Vardas80337    4.36                          
Pavarde80338   Vardas80338    3.00                          
Pavarde80341   Vardas80341    4.32                          
Pavarde80342   Vardas80342    3.56                          
Pavarde80343   Vardas80343    3.40                          
Pavarde80345   Vardas80345    4.04                          
Pavarde80347   Vardas80347    2.76                          
Pavarde80349   Vardas80349    2.92                          
Pavarde80352   Vardas80352    2.92                          
Pavarde80355   Vardas80355    4.88                          
Pavarde80357   Vardas80357    4.76                          
Pavarde80358   Vardas80358    1.36                          
Pavarde80359   Vardas80359    3.12                          
Pavarde80360   Vardas80360    4.24                          
Pavarde80364   Vardas80364    4.48                          
Pavarde80367   Vardas80367    3.88                          
Pavarde80368   Vardas80368    4.36                          
Pavarde80369   Vardas80369    2.00                          
Pavarde80370   Vardas80370    1.96                          
Pavarde80372   Vardas80372    2.48                          
Pavarde80375   Vardas80375    2.28                          
Pavarde80377   Vardas80377    3.72                          
Pavarde80380   Vardas80380    2.36                          
Pavarde80381   Vardas80381    4.72                          
Pavarde80382   Vardas80382    3.68                          
Pavarde80384   Vardas80384    3.16                          
Pavarde80385   Vardas80385    3.84                          
Pavarde80386   Vardas80386    2.72                          
Pavarde80391   Vardas80391    1.36                          
Pavarde80392   Vardas80392    4.16                          
Pavarde80393   Vardas80393    3.12                          
Pavarde80394   Vardas80394    4.76                          
Pavarde80395   Vardas80395    1.68                          
Pavarde80396   Vardas80396    4.96                          
Pavarde80399   Vardas80399    4.88                          
Pavarde80400   Vardas80400    2.08                          
Pavarde80403   Vardas80403    2.04                          
Pavarde80404   Vardas80404    2.12                          
Pavarde80406   Vardas80406    2.12                          
