Vardas              Pavarde                 ND1   ND2   ND3   ND4   ND5   Egz.  
Vardas7072          Pavarde7072              4     7     9     3     6    10
Vardas7073          Pavarde7073              2     0     3     7     5     1
Vardas7074          Pavarde7074              7     8     3     3     0     1
Vardas7075          Pavarde7075             10     8     3    10     3     4
Vardas7076          Pavarde7076              2     5     9     1    10     9
Vardas7077          Pavarde7077              2     8     5     0     9     6
Vardas7078          Pavarde7078              5     7     9     5     6     7
Vardas7079          Pavarde7079              1     1     0     1    10     9
Vardas7080          Pavarde7080              1     1     5     5     0     6
Vardas7081          Pavarde7081              3     1     8     8     7     2
Vardas7082          Pavarde7082              9     8     3     4     1     5
Vardas7083          Pavarde7083              8     4     6     9     9     9
Vardas7084          Pavarde7084              6     2     8     4     5     2
Vardas7085          Pavarde7085              4     4     0     3     8     7
Vardas7086          Pavarde7086              8    10     9     5     5     4
Vardas7087          Pavarde7087              7     0     2     0     7     6
Vardas7088          Pavarde7088             10     9     9     8     4    10
Vardas7089          Pavarde7089              1     1     0     0     5     8
Vardas7090          Pavarde7090              7     8     0    10     1    10
Vardas7091          Pavarde7091              0     5     6     6     8     2
Vardas7092          Pavarde7092              6     7     7     7     0    10
Vardas7093          Pavarde7093              4     5     3     4     0     0
Vardas7094          Pavarde7094              1     3     8     0     7    10
Vardas7095          Pavarde7095              7     0     6     6     6     5
Vardas7096          Pavarde7096             10     6     6     0     6     1
Vardas7097          Pavarde7097              2     1    10     3     1     8
Vardas7098          Pavarde7098              3     7     5     3     7     0
Vardas7099          Pavarde7099              6     5     2    10     8     2
Vardas7100          Pavarde7100              8     8     9     3     7     2
Vardas7101          Pavarde7101              8     4     7     0     3     1
Vardas7102          Pavarde7102              6     1     2     3     4     8
Vardas7103          Pavarde7103             10     0     7     2     5    10
Vardas7104          Pavarde7104              2    10     8    10     1     1
Vardas7105          Pavarde7105              4     6     7     2     6     9
Vardas7106          Pavarde7106              5     4     3    10     5    10
Vardas7107          Pavarde7107              2     4     1     0     0    10
Vardas7108          Pavarde7108              8     6     9     5    10    10
Vardas7109          Pavarde7109              6     9     8     7    10     1
Vardas7110          Pavarde7110              2     2    10     2     5     0
Vardas7111          Pavarde7111              5     5     4     7     4     0
Vardas7112          Pavarde7112              2     2     6     0    10     4
Vardas7113          Pavarde7113              1     8     5    10    10     3
Vardas7114          Pavarde7114              4     7     5     5     4     7
Vardas7115          Pavarde7115              4     4     9    10     8     7
Vardas7116          Pavarde7116              1     9     3     9     4     6
Vardas7117          Pavarde7117             10     2     7     3     7     0
Vardas7118          Pavarde7118              1     7     9     0    10     7
Vardas7119          Pavarde7119              0     8     6     8     5     8
Vardas7120          Pavarde7120              7     3     0     9     7     5
Vardas7121          Pavarde7121              3     1     2     1     9    10
Vardas7122          Pavarde7122              5     8     0     1     5    10
Vardas7123          Pavarde7123              5     9     1     0     8     2
Vardas7124          Pavarde7124              2     7     5     6     4    10
Vardas7125          Pavarde7125              4     5     2    10     2     0
Vardas7126          Pavarde7126              0     5     2     7     6    10
Vardas7127          Pavarde7127              0     0     7     6     9     6
Vardas7128          Pavarde7128              1     7     0     2     7     1
Vardas7129          Pavarde7129              3     1     7     7     3     6
Vardas7130          Pavarde7130              0     4     1     1     4    10
Vardas7131          Pavarde7131             10     9     2     0     0     2
Vardas7132          Pavarde7132              7     3    10     5     3     8
Vardas7133          Pavarde7133              8     6    10     1     4    10
Vardas7134          Pavarde7134             10     2     5     3     9     8
Vardas7135          Pavarde7135              0     8     2     1     4     7
Vardas7136          Pavarde7136              5     6     8     2     0     7
Vardas7137          Pavarde7137              8     1     8     2     6     0
Vardas7138          Pavarde7138              3     5     3     6     0     8
Vardas7139          Pavarde7139              6     2     5     6     9     0
Vardas7140          Pavarde7140              7     4     8     5     9    10
Vardas7141          Pavarde7141              0     2     3     1    10     3
Vardas7142          Pavarde7142              8     7    10     6     0     9
Vardas7143          Pavarde7143              3     5     7     3     9     9
Vardas7144          Pavarde7144              3     2     9     3     0     4
Vardas7145          Pavarde7145              4     5     7     6     5     1
Vardas7146          Pavarde7146              2     7     3     3     1     8
Vardas7147          Pavarde7147              1     6     8     1     7     7
Vardas7148          Pavarde7148              5     0     2     0    10     6
Vardas7149          Pavarde7149             10     4     9     8     6     7
Vardas7150          Pavarde7150              9     2     1     5     4     7
Vardas7151          Pavarde7151              2     5     8     3     3     3
Vardas7152          Pavarde7152              6    10     8     6     0     5
Vardas7153          Pavarde7153             10     8     0     8     9    10
Vardas7154          Pavarde7154              8     8     3     8     2     1
Vardas7155          Pavarde7155              3     1     3     0     2     4
Vardas7156          Pavarde7156              9    10     2     4     7     8
Vardas7157          Pavarde7157              1     1     2     6     8     3
Vardas7158          Pavarde7158              6    10     0     3     2     0
Vardas7159          Pavarde7159              9     8     4     0     9     6
Vardas7160          Pavarde7160              9     4     2     7     3     1
Vardas7161          Pavarde7161              7     4     5     4     8     0
Vardas7162          Pavarde7162              2     8     2     6     6     0
Vardas7163          Pavarde7163              9     7    10     5     0     5
Vardas7164          Pavarde7164              7     7     3     2     3     7
Vardas7165          Pavarde7165              3     8     2     2     2     4
Vardas7166          Pavarde7166              2     6     9     6     0     3
Vardas7167          Pavarde7167              1     9     1    10     0     3
Vardas7168          Pavarde7168              9     1     0     1     1     4
Vardas7169          Pavarde7169              2    10     9     5     6     3
Vardas7170          Pavarde7170              4     0     7     4     5     9
Vardas7171          Pavarde7171              8     8     2     5     1     6
Vardas7172          Pavarde7172              4     7    10     4     1     3
Vardas7173          Pavarde7173             10     4     2     3     0     1
Vardas7174          Pavarde7174              2     8     2     2     9     4
Vardas7175          Pavarde7175              8     2     7     3    10     8
Vardas7176          Pavarde7176              8     6     9     3     6     2
Vardas7177          Pavarde7177              9     7     1     5     7     3
Vardas7178          Pavarde7178              9     4     9     8     7     3
Vardas7179          Pavarde7179              3     4     9     7     3     6
Vardas7180          Pavarde7180              7     1     2     4     8     7
Vardas7181          Pavarde7181              4     3    10     7     3     1
Vardas7182          Pavarde7182              3     5     8     9     7     9
Vardas7183          Pavarde7183              1     9    10     9     1     0
Vardas7184          Pavarde7184              1     3     7     9    10     2
Vardas7185          Pavarde7185              1    10     5     6     5     4
Vardas7186          Pavarde7186              5     3     2     0     9     5
Vardas7187          Pavarde7187              1    10    10     5     4     2
Vardas7188          Pavarde7188              6     8     8     2     2     5
Vardas7189          Pavarde7189              6     7     1     3     8     7
Vardas7190          Pavarde7190              6     3     5     0    10     3
Vardas7191          Pavarde7191              0     2     1     4     8     6
Vardas7192          Pavarde7192             10     1     3     2     6     2
Vardas7193          Pavarde7193              5    10    10     3     8     7
Vardas7194          Pavarde7194              3    10     4     7     2     3
Vardas7195          Pavarde7195              7     4     5     1     1     2
Vardas7196          Pavarde7196              5     1     7     7     1     0
Vardas7197          Pavarde7197              5     5     7     9     0     4
Vardas7198          Pavarde7198              4     7     9     5     8     1
Vardas7199          Pavarde7199              7     0     9     7     3     8
Vardas7200          Pavarde7200              7     0     0     3     6     3
Vardas7201          Pavarde7201             10     6     7     6     9     2
Vardas7202          Pavarde7202              6     2     0     8     4     9
Vardas7203          Pavarde7203              6     2    10     8     6     9
Vardas7204          Pavarde7204              8     5     0     2     9     1
Vardas7205          Pavarde7205              5     6    10     6     2     5
Vardas7206          Pavarde7206              1     0     9     9     9     6
Vardas7207          Pavarde7207              8     4     4     1     8     5
Vardas7208          Pavarde7208              1     3     5     7     2     4
Vardas7209          Pavarde7209              5     6     9    10     5     4
Vardas7210          Pavarde7210              8     1     0     3     8     7
Vardas7211          Pavarde7211              0     0     8     1     9     7
Vardas7212          Pavarde7212              0     3     0     8     4     6
Vardas7213          Pavarde7213              5     1    10     1     9     8
Vardas7214          Pavarde7214              5     5     9     2     5     6
Vardas7215          Pavarde7215              6     7     5     0     3    10
Vardas7216          Pavarde7216              3     4     2    10     4     5
Vardas7217          Pavarde7217              3     3     3     8    10     5
Vardas7218          Pavarde7218              5     7     1    10     6     6
Vardas7219          Pavarde7219              5     0     5     9     9     7
Vardas7220          Pavarde7220              1     0     5     8     9     2
Vardas7221          Pavarde7221              7     1     1     1     6    10
Vardas7222          Pavarde7222              3     9     5     7     4     2
Vardas7223          Pavarde7223              3     5     8     4     6     1
Vardas7224          Pavarde7224              8     6     9    10    10     3
Vardas7225          Pavarde7225              7    10    10     2     7     5
Vardas7226          Pavarde7226              3     1     4     2     9     1
Vardas7227          Pavarde7227             10     7     3     0     5     5
Vardas7228          Pavarde7228              1     4     6     4     0     5
Vardas7229          Pavarde7229              8     3    10     2    10     3
Vardas7230          Pavarde7230              4     7     9     6     1     8
Vardas7231          Pavarde7231              6     8     9     3     2     3
Vardas7232          Pavarde7232              9     7     6     9     3    10
Vardas7233          Pavarde7233             10     3     7     5     9     7
Vardas7234          Pavarde7234              2     1     8    10     5     3
Vardas7235          Pavarde7235              1     3     5     6     8     8
Vardas7236          Pavarde7236              4     4    10     7     6     0
Vardas7237          Pavarde7237              9     4     5    10     4     9
Vardas7238          Pavarde7238              6     2     4     0     8     4
Vardas7239          Pavarde7239              7     0     6    10     8     2
Vardas7240          Pavarde7240              5     0     9     0     2     9
Vardas7241          Pavarde7241              0     6     8    10     3     9
Vardas7242          Pavarde7242              8     7     8     9     8     0
Vardas7243          Pavarde7243              8    10     9     6     3     6
Vardas7244          Pavarde7244              3    10     5     7     7     9
Vardas7245          Pavarde7245              1     2     0     1     9    10
Vardas7246          Pavarde7246              9     1     5     7     8    10
Vardas7247          Pavarde7247              5     9     4     5    10     0
Vardas7248          Pavarde7248              8     3     8     8     1     6
Vardas7249          Pavarde7249              7     7     5     1    10     8
Vardas7250          Pavarde7250              6     5     2     3     1     5
Vardas7251          Pavarde7251              2     9     1     2     7     5
Vardas7252          Pavarde7252              7     0     4     6     5     9
Vardas7253          Pavarde7253              3     9     1     9     2     0
Vardas7254          Pavarde7254              9     0     1     4     2     9
Vardas7255          Pavarde7255              6     9     7     8     4     1
Vardas7256          Pavarde7256              3    10     1     6     2     6
Vardas7257          Pavarde7257              6     2     0     9     0    10
Vardas7258          Pavarde7258              8    10     8     1     5     4
Vardas7259          Pavarde7259              0     9     6     4     5    10
Vardas7260          Pavarde7260              1     8     3     6     6     4
Vardas7261          Pavarde7261              4     5     2     7     0     2
Vardas7262          Pavarde7262              3     8     2     8    10     9
Vardas7263          Pavarde7263              3     4    10     9     7     0
Vardas7264          Pavarde7264              5     4     3     2     5     5
Vardas7265          Pavarde7265              0     9     8     8     8     9
Vardas7266          Pavarde7266              2     1     8     2     2     9
Vardas7267          Pavarde7267              1     2     2     5     5     6
Vardas7268          Pavarde7268              3     7     7     6     0    10
Vardas7269          Pavarde7269              0     0     4     7     5    10
Vardas7270          Pavarde7270              1     7     8     8     7     6
Vardas7271          Pavarde7271              2     9     2     5     2     9
Vardas7272          Pavarde7272              6     7     0     0     1     2
Vardas7273          Pavarde7273              7     1     0     8     0     1
Vardas7274          Pavarde7274              9     3     1     8     3     3
Vardas7275          Pavarde7275              4     4     9     4     8     7
Vardas7276          Pavarde7276             10     1     5     9    10     1
Vardas7277          Pavarde7277              7     8     3     8     3     4
Vardas7278          Pavarde7278              2     5    10     2     7     7
Vardas7279          Pavarde7279              0     8     2     0     4     0
Vardas7280          Pavarde7280              3     2     9     5     0     4
Vardas7281          Pavarde7281              4     6     8     9     9     4
Vardas7282          Pavarde7282              8     8     0     6     6     8
Vardas7283          Pavarde7283              6     4     5     9     7     9
Vardas7284          Pavarde7284             10     7     9     0     2     3
Vardas7285          Pavarde7285              4     8     2     4     0     6
Vardas7286          Pavarde7286              1    10     1    10     0     6
Vardas7287          Pavarde7287              4     4     8    10     2     2
Vardas7288          Pavarde7288             10     3     6     3     9     5
Vardas7289          Pavarde7289              2     2     2     3     3     1
Vardas7290          Pavarde7290              6     1     6     3     8     6
Vardas7291          Pavarde7291              7     8     8     5     2     4
Vardas7292          Pavarde7292              7     8     7     8    10     2
Vardas7293          Pavarde7293              6    10     1     2     2     4
Vardas7294          Pavarde7294              9     1     2     8     4    10
Vardas7295          Pavarde7295              8     7     0     4     8     3
Vardas7296          Pavarde7296              4     9     2     6     1     4
Vardas7297          Pavarde7297              5     6     1     3     9     9
Vardas7298          Pavarde7298              1     0     3     9     5     8
Vardas7299          Pavarde7299              4     6     2     9     2     2
Vardas7300          Pavarde7300              8     9     2     5     0     3
Vardas7301          Pavarde7301              5     1     8     9     6    10
Vardas7302          Pavarde7302              8     1     5     5     0     5
Vardas7303          Pavarde7303              7    10    10     8     6     7
Vardas7304          Pavarde7304              5    10     3     5     2     2
Vardas7305          Pavarde7305             10     3     3     4     0     9
Vardas7306          Pavarde7306              0     8     9     0     7     5
Vardas7307          Pavarde7307              5     7     2    10    10     6
Vardas7308          Pavarde7308              6     2     6     7     2     0
Vardas7309          Pavarde7309              8     2     2     9     9     2
Vardas7310          Pavarde7310              1     3     1     2     6     9
Vardas7311          Pavarde7311              7     7     0     7     7    10
Vardas7312          Pavarde7312              7     5     0     1     9     2
Vardas7313          Pavarde7313              8    10     0     6     5     1
Vardas7314          Pavarde7314              8     4     6     5     5     5
Vardas7315          Pavarde7315              5     1     0     8     9     1
Vardas7316          Pavarde7316              1     3     9     7     2     9
Vardas7317          Pavarde7317              0     4     3     7     1     5
Vardas7318          Pavarde7318              2     1     9     7     3     4
Vardas7319          Pavarde7319              9     1     3     9     3     4
Vardas7320          Pavarde7320              5     8     3     9     8     5
Vardas7321          Pavarde7321              9     9     7     3     7     5
Vardas7322          Pavarde7322              3     4     1     7     6     6
Vardas7323          Pavarde7323             10     7     0    10     2     2
Vardas7324          Pavarde7324              3     9     0     2     5     0
Vardas7325          Pavarde7325              0    10     8     6     0     0
Vardas7326          Pavarde7326              1    10     5     7     2     8
Vardas7327          Pavarde7327              3     0     2     9     1    10
Vardas7328          Pavarde7328             10     2     6     4     4     9
Vardas7329          Pavarde7329              1     0     8     7     6     9
Vardas7330          Pavarde7330              6     2     1     2     8     0
Vardas7331          Pavarde7331              8     6     9     2     8     0
Vardas7332          Pavarde7332              9    10     1     5     4     3
Vardas7333          Pavarde7333              3    10    10     8     6     8
Vardas7334          Pavarde7334              0     0     7     2     0    10
Vardas7335          Pavarde7335              9     9    10     6     9     5
Vardas7336          Pavarde7336              9     9     5     9     1     5
Vardas7337          Pavarde7337             10     8     8    10     5     3
Vardas7338          Pavarde7338              3     3     2     1     9     3
Vardas7339          Pavarde7339              0     0     7     7     2     4
Vardas7340          Pavarde7340              8     2     9     0     5     5
Vardas7341          Pavarde7341              9     6     3    10     7     1
Vardas7342          Pavarde7342              5     9     5     5     7    10
Vardas7343          Pavarde7343              9     9     1     8     3     6
Vardas7344          Pavarde7344              8     0     8     8     6     9
Vardas7345          Pavarde7345              1     3     0     7     0     7
Vardas7346          Pavarde7346              4     2     3     1     2     0
Vardas7347          Pavarde7347              3    10     9     4     8     7
Vardas7348          Pavarde7348              1     9     7     1     0     3
Vardas7349          Pavarde7349              0     4     8     8    10     6
Vardas7350          Pavarde7350              2     7     0     0     9     9
Vardas7351          Pavarde7351              5     3     2     9     6     3
Vardas7352          Pavarde7352              5     1     1     4     5     4
Vardas7353          Pavarde7353              4     2     7     9     9    10
Vardas7354          Pavarde7354              9     7     4     3     5     9
Vardas7355          Pavarde7355              8     6     8     2     4     6
Vardas7356          Pavarde7356              2     7     0     4     7     7
Vardas7357          Pavarde7357              5     1     8     8     1     2
Vardas7358          Pavarde7358             10     5     1     1     6     8
Vardas7359          Pavarde7359              9     9     6     4    10     4
Vardas7360          Pavarde7360              8     0     6     9     1     3
Vardas7361          Pavarde7361              0     5     9     8    10    10
Vardas7362          Pavarde7362              0     6     9     4     9     9
Vardas7363          Pavarde7363              3     1    10    10     4     9
Vardas7364          Pavarde7364              1     8     9    10     6     3
Vardas7365          Pavarde7365              8     9     1     4     5     8
Vardas7366          Pavarde7366              1     1     8     4     4    10
Vardas7367          Pavarde7367              0     8    10    10     7     5
Vardas7368          Pavarde7368              9     9     0     1     0     8
Vardas7369          Pavarde7369              4     6     3     5     5     2
Vardas7370          Pavarde7370              6     7     8     7     9     8
Vardas7371          Pavarde7371              4    10     5     8     2     0
Vardas7372          Pavarde7372              2     7     8     4     0     8
Vardas7373          Pavarde7373              8     6     4     6     4     2
Vardas7374          Pavarde7374              7     8     9     4    10     3
Vardas7375          Pavarde7375              0     3     7     5    10     0
Vardas7376          Pavarde7376              2     2     4     3     7     7
Vardas7377          Pavarde7377              7     6     7    10     4     2
Vardas7378          Pavarde7378             10     0     7     4     3     7
Vardas7379          Pavarde7379              9     3     9     9     8     9
Vardas7380          Pavarde7380              8     6     3     6     1     9
Vardas7381          Pavarde7381              6     4     1     4     6     8
Vardas7382          Pavarde7382              2     2    10     4    10     9
Vardas7383          Pavarde7383              4    10     9     9     0     9
Vardas7384          Pavarde7384              8     8     8     6     9     0
Vardas7385          Pavarde7385              4     4     5     5    10     1
Vardas7386          Pavarde7386              9     5     8     8     6     3
Vardas7387          Pavarde7387              2     7     1     0     4     9
Vardas7388          Pavarde7388              9     6     2     6    10     0
Vardas7389          Pavarde7389              9     0     5     3     9     2
Vardas7390          Pavarde7390              3     0     7     1     2     8
Vardas7391          Pavarde7391              9     8     9     9     1     6
Vardas7392          Pavarde7392              2     7     6     4     7     0
Vardas7393          Pavarde7393              2     8     2     1     6     3
Vardas7394          Pavarde7394              4     8    10    10     1    10
Vardas7395          Pavarde7395              5     0     1     8     3     0
Vardas7396          Pavarde7396              4     2     9    10     8     3
Vardas7397          Pavarde7397              9     4     8     3     3     8
Vardas7398          Pavarde7398              4     9     7     9    10     4
Vardas7399          Pavarde7399             10     4     9     7     1     4
Vardas7400          Pavarde7400              3    10     7     8     7     8
Vardas7401          Pavarde7401              4     4    10     4     1    10
Vardas7402          Pavarde7402              0     3     8     3     6     8
Vardas7403          Pavarde7403              7     6     5     5     3     8
Vardas7404          Pavarde7404              3     6     5     6     2     9
Vardas7405          Pavarde7405              8    10     0     2    10     4
Vardas7406          Pavarde7406              8     2     6     7     0     3
Vardas7407          Pavarde7407              4     8     0     1     3     1
Vardas7408          Pavarde7408             10     1     5     1     2     6
Vardas7409          Pavarde7409              7     3     8     4     8     5
Vardas7410          Pavarde7410              7     0    10     8     9     9
Vardas7411          Pavarde7411              6     2     1     5     3     9
Vardas7412          Pavarde7412              1     4     3     9     1     3
Vardas7413          Pavarde7413              2     3     9     8     3     7
Vardas7414          Pavarde7414              3     9     3     5     4     0
Vardas7415          Pavarde7415              0     4     1     2     9     6
Vardas7416          Pavarde7416              7     4     1     6     4     4
Vardas7417          Pavarde7417              4     7     1     5     7     0
Vardas7418          Pavarde7418              2    10     4     2     3     5
Vardas7419          Pavarde7419              2     7     6     9     0    10
Vardas7420          Pavarde7420              3     1     1     3     4    10
Vardas7421          Pavarde7421              1     2     4     2     2     4
Vardas7422          Pavarde7422             10     6     5     4     3     1
Vardas7423          Pavarde7423              3     0     4     4     7     9
Vardas7424          Pavarde7424              2     7     7     1     7     4
Vardas7425          Pavarde7425              7     9     4     8     4    10
Vardas7426          Pavarde7426             10     2     9     9     6     7
Vardas7427          Pavarde7427              6     3     2     6     7     2
Vardas7428          Pavarde7428              1     0     4    10     2    10
Vardas7429          Pavarde7429              2    10     0     2     1    10
Vardas7430          Pavarde7430              1     0     0     4     5     5
Vardas7431          Pavarde7431              0     8     3     7     9     7
Vardas7432          Pavarde7432             10    10     9     7     3     2
Vardas7433          Pavarde7433              6     2     6     5     7     1
Vardas7434          Pavarde7434              4     8    10     9     3     4
Vardas7435          Pavarde7435              3     5     1     3     2     0
Vardas7436          Pavarde7436             10     3     5     9     5    10
Vardas7437          Pavarde7437              8     5    10     6     1     6
Vardas7438          Pavarde7438             10    10     6     8     6     2
Vardas7439          Pavarde7439              7     0     3    10     2     8
Vardas7440          Pavarde7440              5     0     7    10     9     9
Vardas7441          Pavarde7441              3     4     2    10     0     3
Vardas7442          Pavarde7442             10     9     3     8     7     7
Vardas7443          Pavarde7443              1     9     3     2     6     3
Vardas7444          Pavarde7444              2     8     3     3     4     9
Vardas7445          Pavarde7445              2     4     6     4     3     1
Vardas7446          Pavarde7446              2     0     4     6     7     2
Vardas7447          Pavarde7447              4     4     4     8     2     5
Vardas7448          Pavarde7448              2     4     3     2     9     6
Vardas7449          Pavarde7449              0     8     1     5     2     1
Vardas7450          Pavarde7450              5     5     4     5     8     0
Vardas7451          Pavarde7451              8     1     4     5     0     5
Vardas7452          Pavarde7452              3     7     1     8     8     6
Vardas7453          Pavarde7453              7    10     7     0     5     5
Vardas7454          Pavarde7454              2     6     2     9     7     8
Vardas7455          Pavarde7455              5     5     9    10     3     3
Vardas7456          Pavarde7456              7     3     2     7     6     6
Vardas7457          Pavarde7457              3     7     1     1     1     1
Vardas7458          Pavarde7458              7     7     4     8     7     9
Vardas7459          Pavarde7459              0     0     6     5     4     1
Vardas7460          Pavarde7460              3     2     1    10     0     2
Vardas7461          Pavarde7461              4     8     1     7     6     3
Vardas7462          Pavarde7462              8     9     9     6     9     9
Vardas7463          Pavarde7463             10     6     5     8     9     0
Vardas7464          Pavarde7464             10     7     3     2     3     9
Vardas7465          Pavarde7465              1     8     2     0     2     0
Vardas7466          Pavarde7466              0     4     5     8     8     4
Vardas7467          Pavarde7467              2     6     9     6     2     2
Vardas7468          Pavarde7468              3     0     8     3     7     1
Vardas7469          Pavarde7469              0     0     9     0    10     7
Vardas7470          Pavarde7470              3     0     3     6     4     7
Vardas7471          Pavarde7471              0     6    10     5     1     7
Vardas7472          Pavarde7472             10    10     1     1     6     2
Vardas7473          Pavarde7473              0     3     7     8     3     7
Vardas7474          Pavarde7474              3     4     2     7     8     5
Vardas7475          Pavarde7475              1     5     7     4     3     2
Vardas7476          Pavarde7476             10     3     9     6     5     5
Vardas7477          Pavarde7477              4     7     7     6     9     1
Vardas7478          Pavarde7478              6    10     1     3     6     0
Vardas7479          Pavarde7479              1     5     5     1     0     3
Vardas7480          Pavarde7480              8     6     8     5     9     3
Vardas7481          Pavarde7481              1     1     4     4     1     4
Vardas7482          Pavarde7482              5     1     0     6     3     6
Vardas7483          Pavarde7483              8     6     9     2     2     3
Vardas7484          Pavarde7484              9     9     0     5     1     5
Vardas7485          Pavarde7485              8     2    10     9     4     1
Vardas7486          Pavarde7486              7    10     7     2     4     0
Vardas7487          Pavarde7487              4     5     4     6     3     0
Vardas7488          Pavarde7488              7     0     3     0     2     2
Vardas7489          Pavarde7489              4     5     8     1     6    10
Vardas7490          Pavarde7490              8     0     0     6     2     8
Vardas7491          Pavarde7491              1     8     2     5     9     3
Vardas7492          Pavarde7492              4     5     1     6     8     6
Vardas7493          Pavarde7493              2     5     5     5     0     0
Vardas7494          Pavarde7494              3     3     7     3    10    10
Vardas7495          Pavarde7495              0    10     1    10     7     8
Vardas7496          Pavarde7496              0     8     5     4     2     2
Vardas7497          Pavarde7497              8    10     7    10     1     5
Vardas7498          Pavarde7498              5    10     0    10     3     8
Vardas7499          Pavarde7499             10     5     4     4     1     1
Vardas7500          Pavarde7500              3     1    10     1     4     8
Vardas7501          Pavarde7501              4     3     1     2    10    10
Vardas7502          Pavarde7502              3     5     5     3     3     7
Vardas7503          Pavarde7503              0     5    10     6     1     0
Vardas7504          Pavarde7504              7     3     7     6    10     0
Vardas7505          Pavarde7505             10    10     3     7     7     3
Vardas7506          Pavarde7506              0     7    10     4     8     6
Vardas7507          Pavarde7507              2     3     9     3     5     3
Vardas7508          Pavarde7508              2     6     0    10     8     1
Vardas7509          Pavarde7509              8     4    10    10     1     3
Vardas7510          Pavarde7510              8     1     5     8     2     3
Vardas7511          Pavarde7511              2     4     9     0     4    10
Vardas7512          Pavarde7512              2     1     7     2     1     9
Vardas7513          Pavarde7513              1     7     4    10     7     3
Vardas7514          Pavarde7514             10     4     7     1     2     1
Vardas7515          Pavarde7515              2     5     2     9     2     0
Vardas7516          Pavarde7516              5    10     1     7     0     9
Vardas7517          Pavarde7517             10     2     5     3     5     2
Vardas7518          Pavarde7518              4     1     8     6     2     7
Vardas7519          Pavarde7519              4     6    10     2     3     2
Vardas7520          Pavarde7520              4     4     3     8     9     4
Vardas7521          Pavarde7521              7     8    10     4     5     4
Vardas7522          Pavarde7522              2     4     5     8     5     2
Vardas7523          Pavarde7523              3    10     7     2    10     3
Vardas7524          Pavarde7524              4    10     1     7     3     1
Vardas7525          Pavarde7525              4     3     3     2     2     0
Vardas7526          Pavarde7526              5     6     4     2     7     3
Vardas7527          Pavarde7527              0     3     1     0     5     6
Vardas7528          Pavarde7528              0     3     3     8     5     3
Vardas7529          Pavarde7529              3     5     2     7     3     7
Vardas7530          Pavarde7530              1     8     8     7     6     4
Vardas7531          Pavarde7531              6     5     3     5     0     8
Vardas7532          Pavarde7532              4     6    10     3     0     7
Vardas7533          Pavarde7533              1     2     8     6     3     8
Vardas7534          Pavarde7534              9     2     7    10     7     9
Vardas7535          Pavarde7535              0     2     8     9     4     6
Vardas7536          Pavarde7536              0     0     4     4     0     2
Vardas7537          Pavarde7537              3     0     6     9     2     4
Vardas7538          Pavarde7538              4     7    10     3     9     5
Vardas7539          Pavarde7539              8     5     9     1    10     6
Vardas7540          Pavarde7540              0     3     0     0    10     8
Vardas7541          Pavarde7541              1     6     7     8     5     6
Vardas7542          Pavarde7542              5     7     4    10     8     6
Vardas7543          Pavarde7543              3     8     2     8     4     8
Vardas7544          Pavarde7544              9    10     7     7     4     8
Vardas7545          Pavarde7545              9     6     1     2     6    10
Vardas7546          Pavarde7546              8     4     1     4     8     8
Vardas7547          Pavarde7547              2     8     0     9     0     4
Vardas7548          Pavarde7548              4     9     3    10     7     1
Vardas7549          Pavarde7549              2     8     8     3     7     1
Vardas7550          Pavarde7550              3     1     5     5     5     2
Vardas7551          Pavarde7551              5     1     7     0     5     2
Vardas7552          Pavarde7552              5     8     2    10     2     5
Vardas7553          Pavarde7553              4     0     3     8     9     8
Vardas7554          Pavarde7554              4    10    10     6     6     5
Vardas7555          Pavarde7555              9     1     7     1     0     8
Vardas7556          Pavarde7556              8     2     3     8     2     2
Vardas7557          Pavarde7557              5     9     8     8     3     5
Vardas7558          Pavarde7558              1     5     5    10     7     4
Vardas7559          Pavarde7559              3     1     3     1     7     8
Vardas7560          Pavarde7560              1     7     0     1     4     5
Vardas7561          Pavarde7561              7     6     5    10     0     4
Vardas7562          Pavarde7562              7     5     6     1     0     2
Vardas7563          Pavarde7563              3     9    10     9     8     1
Vardas7564          Pavarde7564              2     9     5     2     5     4
Vardas7565          Pavarde7565              0     3     0     9     7     5
Vardas7566          Pavarde7566              2     2     7     8     7     4
Vardas7567          Pavarde7567              5    10     4     2     2     5
Vardas7568          Pavarde7568              2     4     1     6     3     1
Vardas7569          Pavarde7569              5     3     7    10     8     3
Vardas7570          Pavarde7570              8     9     1     9     9     1
Vardas7571          Pavarde7571              8     3     7     9     6     7
Vardas7572          Pavarde7572              5     0     8     4     4     8
Vardas7573          Pavarde7573              8     8     5     6    10     8
Vardas7574          Pavarde7574              3     3     1    10     5    10
Vardas7575          Pavarde7575              3     1     1     4     1     0
Vardas7576          Pavarde7576              8     2     8     2     4     3
Vardas7577          Pavarde7577              7     9    10     9     8     9
Vardas7578          Pavarde7578              4     6    10     0     2     8
Vardas7579          Pavarde7579              6     6     2    10     1     0
Vardas7580          Pavarde7580              0     6     7     4     7     9
Vardas7581          Pavarde7581              1     9     1     4    10     9
Vardas7582          Pavarde7582              3     5     7     0     8     3
Vardas7583          Pavarde7583             10     8     1    10     6     8
Vardas7584          Pavarde7584              4     5     7     2     8     8
Vardas7585          Pavarde7585              2     8     6     9     1     2
Vardas7586          Pavarde7586              1    10     5     4     9     4
Vardas7587          Pavarde7587              1     6     8     7     1     2
Vardas7588          Pavarde7588              5     3     3     9     5     1
